1.932232165713213945e+01,1.978430541008748023e+01,2.023245200715122749e+01,1.763687156223490504e+01,1.515842154940148312e+01,1.408822096954170888e+01,1.206519517932681751e+01,8.277503434261616277e+00,4.428116892727758547e+00,1.074145379188820026e+00,0.000000000000000000e+00,3.540559794094913837e+00,5.290556548394016900e+00,8.094120069933490313e+00,1.176158643367732459e+01,1.597057414443107426e+01,1.878072236742723788e+01,2.214058817979028504e+01,2.424114677307260735e+01,2.702498558341089563e+01,3.100441590350999377e+01,3.224345162552204869e+01
2.281375567423306805e+01,2.325596974171715559e+01,2.375852369074310744e+01,2.111197604778817905e+01,1.864177880239632756e+01,1.754736819855040508e+01,1.550448279278826291e+01,1.174563554547046351e+01,7.604405101500000264e+00,3.720534788744205734e+00,3.540559794094913837e+00,0.000000000000000000e+00,2.556623708747991053e+00,5.566865239230676110e+00,9.079258928176395571e+00,1.324666266175302454e+01,1.631132240202401107e+01,1.985762365633687310e+01,2.202243572529735616e+01,2.487233798567493892e+01,2.891677688544103830e+01,3.033546306337266429e+01
2.448011246723456225e+01,2.496676767657576335e+01,2.528390607498084108e+01,2.282515444142390137e+01,2.033999488746679418e+01,1.929815381220744541e+01,1.730652461497687256e+01,1.350843361029705036e+01,9.673741179923624145e+00,5.580524583069737865e+00,5.290556548394016900e+00,2.556623708747991053e+00,0.000000000000000000e+00,3.087970799013717738e+00,6.661044697119481661e+00,1.082177337196621458e+01,1.381223535835617433e+01,1.732859750817160105e+01,1.948629088981229884e+01,2.232583602226613095e+01,2.637007300607912441e+01,2.778039238349100160e+01
2.689573326030656020e+01,2.738156503458740332e+01,2.755685881245467073e+01,2.527119302434391557e+01,2.281321530450000168e+01,2.183666935747445592e+01,1.988278334802752312e+01,1.609067734204478128e+01,1.252155156549667758e+01,8.295786454583602421e+00,8.094120069933490313e+00,5.566865239230676110e+00,3.087970799013717738e+00,0.000000000000000000e+00,3.668347197882958266e+00,7.906632629943818991e+00,1.082177337196621458e+01,1.433140228271593308e+01,1.649421833560991502e+01,1.938338289985475527e+01,2.339393420803094870e+01,2.484631914352255677e+01
3.041762394700962346e+01,3.090530445419778260e+01,3.100373923548082900e+01,2.881284589664139162e+01,2.637007121910130181e+01,2.542128410136045247e+01,2.348731378886585119e+01,1.970596907733059666e+01,1.618824383627730867e+01,1.193349860585770195e+01,1.176158643367732459e+01,9.079258928176395571e+00,6.661044697119481661e+00,3.668347197882958266e+00,0.000000000000000000e+00,4.313724517822265625e+00,7.336687055321307049e+00,1.095262317287594911e+01,1.314493262087684933e+01,1.609560083096488015e+01,2.009267185648227638e+01,2.168507656939410566e+01
3.445923140088495273e+01,3.498730170580775223e+01,3.497768758422625268e+01,3.289737001663022653e+01,3.044893466124238302e+01,2.951664042535850996e+01,2.762446335184517210e+01,2.386068874704981013e+01,2.039607805437113797e+01,1.620234673083423615e+01,1.597057414443107426e+01,1.324666266175302454e+01,1.082177337196621458e+01,7.906632629943818991e+00,4.313724517822265625e+00,0.000000000000000000e+00,3.396404518834795550e+00,7.113511957198878299e+00,9.301332146875529006e+00,1.221108914603313700e+01,1.622676682661778358e+01,1.797410423237333887e+01
3.668343894682870854e+01,3.723779530537912308e+01,3.706311769084879870e+01,3.518542281449439457e+01,3.277188620657607743e+01,3.190274209363235158e+01,3.008407814639004840e+01,2.637984247925763981e+01,2.318058429410502086e+01,1.903484596441085230e+01,1.878072236742723788e+01,1.631132240202401107e+01,1.381223535835617433e+01,1.082177337196621458e+01,7.336687055321307049e+00,3.396404518834795550e+00,0.000000000000000000e+00,3.720531572087774297e+00,5.915233604157557501e+00,8.860856601170121749e+00,1.285826084873172448e+01,1.458729926964336698e+01
3.945846149157289773e+01,4.003586006377704365e+01,3.971108388450183213e+01,3.802535620522795057e+01,3.565314438773674510e+01,3.484270337724589695e+01,3.309740745754029234e+01,2.946417147320771335e+01,2.649332159678068521e+01,2.241151654743450905e+01,2.214058817979028504e+01,1.985762365633687310e+01,1.732859750817160105e+01,1.433140228271593308e+01,1.095262317287594911e+01,7.113511957198878299e+00,3.720531572087774297e+00,0.000000000000000000e+00,2.201062805000295608e+00,5.210118526056101373e+00,9.155332015564001225e+00,1.087903279955856561e+01
4.128590753261936896e+01,4.187483519372128882e+01,4.147922565323509758e+01,3.988571286872453214e+01,3.753480850262992163e+01,3.675123670307321078e+01,3.504177925121903314e+01,3.144494363756354360e+01,2.856991797426288571e+01,2.452022640301212775e+01,2.424114677307260735e+01,2.202243572529735616e+01,1.948629088981229884e+01,1.649421833560991502e+01,1.314493262087684933e+01,9.301332146875529006e+00,5.915233604157557501e+00,2.201062805000295608e+00,0.000000000000000000e+00,3.087970799013717738e+00,6.954817935910234006e+00,8.707870226122702562e+00
4.374725796879476292e+01,4.437459065528067725e+01,4.388419510243154775e+01,4.239938054312003146e+01,4.005971926551121243e+01,3.929715823146166542e+01,3.764209651842119797e+01,3.409411176268874755e+01,3.131517293649397260e+01,2.735162113893714064e+01,2.702498558341089563e+01,2.487233798567493892e+01,2.232583602226613095e+01,1.938338289985475527e+01,1.609560083096488015e+01,1.221108914603313700e+01,8.860856601170121749e+00,5.210118526056101373e+00,3.087970799013717738e+00,0.000000000000000000e+00,4.178128492587218190e+00,5.882876479343901899e+00
4.734741511886412013e+01,4.796452639370831861e+01,4.738963724737764949e+01,4.603648690327883486e+01,4.374725984954761770e+01,4.303222023014993169e+01,4.141690533793200757e+01,3.792001545909889160e+01,3.527058049545320273e+01,3.130181013155367253e+01,3.100441590350999377e+01,2.891677688544103830e+01,2.637007300607912441e+01,2.339393420803094870e+01,2.009267185648227638e+01,1.622676682661778358e+01,1.285826084873172448e+01,9.155332015564001225e+00,6.954817935910234006e+00,4.178128492587218190e+00,0.000000000000000000e+00,2.369630181838797256e+00
4.800620199672628274e+01,4.864816342130895777e+01,4.796452261985400156e+01,4.675821210765099778e+01,4.450959591230001422e+01,4.383860254906616660e+01,4.229598731000012179e+01,3.888420938369095126e+01,3.643002659720705338e+01,3.256969196833141922e+01,3.224345162552204869e+01,3.033546306337266429e+01,2.778039238349100160e+01,2.484631914352255677e+01,2.168507656939410566e+01,1.797410423237333887e+01,1.458729926964336698e+01,1.087903279955856561e+01,8.707870226122702562e+00,5.882876479343901899e+00,2.369630181838797256e+00,0.000000000000000000e+00
