0.000000000000000000e+00,1.270886770145466471e+00,2.000000000000000000e+00,1.839586015700429567e+00,4.178126881382350888e+00,5.348662104168597331e+00,7.389323192553018060e+00,1.107164577748999434e+01,1.541031713966991390e+01,1.926863165716772741e+01,1.932232165713213945e+01,2.281375567423306805e+01,2.448011246723456225e+01,2.689573326030656020e+01,3.041762394700962346e+01,3.445923140088495273e+01,3.668343894682870854e+01,3.945846149157289773e+01,4.128590753261936896e+01,4.374725796879476292e+01,4.734741511886412013e+01,4.800620199672628274e+01
1.270886770145466471e+00,0.000000000000000000e+00,2.369631444450966740e+00,2.201062805000295608e+00,4.754813574345658544e+00,5.915233604157557501e+00,7.838655003335112781e+00,1.153083301183578158e+01,1.583596683485490608e+01,1.966549361432391052e+01,1.978430541008748023e+01,2.325596974171715559e+01,2.496676767657576335e+01,2.738156503458740332e+01,3.090530445419778260e+01,3.498730170580775223e+01,3.723779530537912308e+01,4.003586006377704365e+01,4.187483519372128882e+01,4.437459065528067725e+01,4.796452639370831861e+01,4.864816342130895777e+01
2.000000000000000000e+00,2.369631444450966740e+00,0.000000000000000000e+00,3.374029743372245704e+00,5.427406769068429782e+00,6.678936015906219659e+00,8.637250560450468129e+00,1.210707810424183251e+01,1.653716645454124645e+01,2.018118346231474902e+01,2.023245200715122749e+01,2.375852369074310744e+01,2.528390607498084108e+01,2.755685881245467073e+01,3.100373923548082900e+01,3.497768758422625268e+01,3.706311769084879870e+01,3.971108388450183213e+01,4.147922565323509758e+01,4.388419510243154775e+01,4.738963724737764949e+01,4.796452261985400156e+01
1.839586015700429567e+00,2.201062805000295608e+00,3.374029743372245704e+00,0.000000000000000000e+00,2.556627219531906192e+00,3.720531572087774297e+00,5.669688788514390509e+00,9.371239818208524142e+00,1.368703457425539227e+01,1.754736487369630993e+01,1.763687156223490504e+01,2.111197604778817905e+01,2.282515444142390137e+01,2.527119302434391557e+01,2.881284589664139162e+01,3.289737001663022653e+01,3.518542281449439457e+01,3.802535620522795057e+01,3.988571286872453214e+01,4.239938054312003146e+01,4.603648690327883486e+01,4.675821210765099778e+01
4.178126881382350888e+00,4.754813574345658544e+00,5.427406769068429782e+00,2.556627219531906192e+00,0.000000000000000000e+00,1.270882061743366043e+00,3.245973311604925193e+00,6.899427312755887165e+00,1.124069927748248254e+01,1.511535553471860815e+01,1.515842154940148312e+01,1.864177880239632756e+01,2.033999488746679418e+01,2.281321530450000168e+01,2.637007121910130181e+01,3.044893466124238302e+01,3.277188620657607743e+01,3.565314438773674510e+01,3.753480850262992163e+01,4.005971926551121243e+01,4.374725984954761770e+01,4.450959591230001422e+01
5.348662104168597331e+00,5.915233604157557501e+00,6.678936015906219659e+00,3.720531572087774297e+00,1.270882061743366043e+00,0.000000000000000000e+00,2.112016271273283063e+00,5.830100031877258893e+00,1.009059640112401546e+01,1.406376003623820203e+01,1.408822096954170888e+01,1.754736819855040508e+01,1.929815381220744541e+01,2.183666935747445592e+01,2.542128410136045247e+01,2.951664042535850996e+01,3.190274209363235158e+01,3.484270337724589695e+01,3.675123670307321078e+01,3.929715823146166542e+01,4.303222023014993169e+01,4.383860254906616660e+01
7.389323192553018060e+00,7.838655003335112781e+00,8.637250560450468129e+00,5.669688788514390509e+00,3.245973311604925193e+00,2.112016271273283063e+00,0.000000000000000000e+00,3.802202550750000132e+00,8.027727607239222962e+00,1.200460817147184756e+01,1.206519517932681751e+01,1.550448279278826291e+01,1.730652461497687256e+01,1.988278334802752312e+01,2.348731378886585119e+01,2.762446335184517210e+01,3.008407814639004840e+01,3.309740745754029234e+01,3.504177925121903314e+01,3.764209651842119797e+01,4.141690533793200757e+01,4.229598731000012179e+01
1.107164577748999434e+01,1.153083301183578158e+01,1.210707810424183251e+01,9.371239818208524142e+00,6.899427312755887165e+00,5.830100031877258893e+00,3.802202550750000132e+00,0.000000000000000000e+00,4.454475859054792153e+00,8.235710236111454918e+00,8.277503434261616277e+00,1.174563554547046351e+01,1.350843361029705036e+01,1.609067734204478128e+01,1.970596907733059666e+01,2.386068874704981013e+01,2.637984247925763981e+01,2.946417147320771335e+01,3.144494363756354360e+01,3.409411176268874755e+01,3.792001545909889160e+01,3.888420938369095126e+01
1.541031713966991390e+01,1.583596683485490608e+01,1.653716645454124645e+01,1.368703457425539227e+01,1.124069927748248254e+01,1.009059640112401546e+01,8.027727607239222962e+00,4.454475859054792153e+00,0.000000000000000000e+00,4.402122211733138890e+00,4.428116892727758547e+00,7.604405101500000264e+00,9.673741179923624145e+00,1.252155156549667758e+01,1.618824383627730867e+01,2.039607805437113797e+01,2.318058429410502086e+01,2.649332159678068521e+01,2.856991797426288571e+01,3.131517293649397260e+01,3.527058049545320273e+01,3.643002659720705338e+01
1.926863165716772741e+01,1.966549361432391052e+01,2.018118346231474902e+01,1.754736487369630993e+01,1.511535553471860815e+01,1.406376003623820203e+01,1.200460817147184756e+01,8.235710236111454918e+00,4.402122211733138890e+00,0.000000000000000000e+00,1.074145379188820026e+00,3.720534788744205734e+00,5.580524583069737865e+00,8.295786454583602421e+00,1.193349860585770195e+01,1.620234673083423615e+01,1.903484596441085230e+01,2.241151654743450905e+01,2.452022640301212775e+01,2.735162113893714064e+01,3.130181013155367253e+01,3.256969196833141922e+01
